zipcode,size_rank,state,2016-2017_mean_zillow_score,2016-2017_%change_zillow_score,< 5_years,5-9_years,10-14_years,15-19_years,20-24_years,25-34_years,35-44_years,45-54_years,55-59_years,60-64_years,65-74_years,75-84_years,85_years_or_more,median_household_income,mean_household_income
19070,8963,PA,211492.3076923077,0.033713200379867046,0.049018222912840796,0.04817064557140839,0.05367989829071903,0.06752366153411499,0.055657578754061306,0.12388755473936996,0.10057917784997882,0.1747421952253143,0.1042520129961859,0.08094363610679474,0.07063144511936714,0.04817064557140839,0.02274332532843622,66620,83194
19072,7747,PA,484369.23076923075,0.02877106452938759,0.056662716794139825,0.06991274372508888,0.053431002908542496,0.06086394484541635,0.020467521275449745,0.11720349025099644,0.12377464181837768,0.15846170419045566,0.08391683722934397,0.08359366584078423,0.10524614887428634,0.04987611763438544,0.016589464612732953,112229,187825
19073,5613,PA,404315.3846153846,0.0474568021416403,0.041719409282700425,0.050474683544303796,0.0640295358649789,0.060337552742616034,0.03528481012658228,0.07811181434599156,0.09229957805907173,0.14883966244725738,0.08486286919831224,0.08001054852320676,0.12204641350210971,0.08343881856540085,0.058544303797468354,87979,143629
19074,9625,PA,153815.38461538462,0.07726409119696011,0.0525691029336951,0.05596065796167543,0.061726301509241986,0.05596065796167543,0.09140240800406986,0.13990164490418858,0.12955740206884855,0.15228082075631677,0.06800067831100559,0.08275394268272003,0.07003561132779379,0.031202306257419026,0.008648465321349838,66698,75012
19075,9108,PA,298469.23076923075,0.04306061609804571,0.0901945110578204,0.07620570210498268,0.05528910205169198,0.057687183586464165,0.0771382893685052,0.1112443378630429,0.13495869970690114,0.14162003730349054,0.07527311484146017,0.05182520650146549,0.07660538236077805,0.03383959499067413,0.018118838262723154,91850,103488
19076,9196,PA,153138.46153846153,0.05467260012714558,0.04933008526187576,0.05146163215590743,0.05054811205846529,0.09485383678440926,0.06912302070645554,0.14753349573690622,0.11297198538367845,0.18940316686967112,0.07429963459196103,0.03608404384896468,0.040651644336175394,0.05618148599269184,0.027557856272838,60756,70737
19078,7221,PA,166215.38461538462,0.039928486293206195,0.03940574327384727,0.05670803514811124,0.058519793459552494,0.06567623878974545,0.058157441797264245,0.15644533019295226,0.11187607573149742,0.14530301657758854,0.06957151915934415,0.0903161518253465,0.06567623878974545,0.05136334812935954,0.03098106712564544,63596,74608
19079,8342,PA,95038.46153846153,0.10878243512974052,0.0879825992387167,0.06166394779771615,0.08297988036976618,0.07449700924415444,0.0674279499728113,0.13779227841218053,0.14866775421424688,0.0974442631865144,0.06035889070146819,0.05470364328439369,0.06133768352365416,0.0490483958673192,0.016095704187058184,45053,52947
19081,8251,PA,268707.6923076923,0.046296296296296294,0.03958501208702659,0.05026188557614827,0.07111200644641419,0.11240934730056407,0.10878323932312652,0.08158742949234489,0.13376309427880742,0.11160354552780016,0.072522159548751,0.05821917808219178,0.08904109589041095,0.0531829170024174,0.017929089443996776,91013,126285
19082,1588,PA,84538.46153846153,0.041031652989449004,0.08064635866472,0.07015416594491598,0.07094602954641063,0.07126772413451783,0.08022568112642597,0.16990423399569424,0.1370666402712133,0.12739105689045063,0.061691123703941995,0.05137215114696494,0.050580287545470295,0.02014303036301997,0.008611516666254237,38691,51134
19083,2265,PA,295823.07692307694,0.06868222149194873,0.06753705970352238,0.06557867537059704,0.0659594723242214,0.06454508363933088,0.05774513803889569,0.1081735346117231,0.12691418468652252,0.1589827281381749,0.06984904120767034,0.0687610499116007,0.06925064599483204,0.04730042159662723,0.02940296477628179,93884,106475
19085,10040,PA,890246.1538461539,0.020405862457722662,0.015415158238934953,0.03445054303398342,0.0580404063996263,0.2604227490365526,0.21511152633422867,0.02312273735840243,0.0624781034684106,0.12378839191872007,0.05056639028377905,0.05582155786523415,0.06084316244306902,0.03631904706294523,0.0036202265561135114,188977,289152
19086,7562,PA,314738.46153846156,0.04963870562362551,0.055579491598448945,0.061611374407582936,0.06212839293408014,0.05695820766910814,0.04463593278759156,0.1007324429125377,0.1098664368806549,0.15906936665230503,0.0965101249461439,0.061697544161999136,0.0924601464885825,0.07022834984920293,0.02852218871176217,96045,124186
19087,2741,PA,504269.23076923075,0.0512521840419336,0.05505847863926466,0.06318136012459157,0.06538003481234922,0.09371850856567014,0.07356399059455827,0.0903594222371515,0.1117354261459065,0.1589153204873729,0.07622072250893211,0.060188719577365865,0.0893516963385959,0.04601948270070541,0.016306837267535956,118801,164100
19090,5378,PA,236330.76923076922,0.04263245033112583,0.05661952721390179,0.04790481657360539,0.08286802692689037,0.05578458487710693,0.06726504200803632,0.11913583468141732,0.13870479570004696,0.1575431821739811,0.07097009862756354,0.05348849345092105,0.07806710849031989,0.039659760997756095,0.03198872827845327,66972,80307
19094,10324,PA,163523.07692307694,0.061899038461538464,0.07251986147891627,0.095946221226319,0.07027907924220819,0.04114891016500306,0.07007537176614381,0.12650234263597473,0.13485434915461397,0.11855775106946424,0.07740884090446119,0.07150132409859442,0.06763088205337135,0.03911183540435934,0.014463230800570381,54279,62952
19095,8606,PA,314500.0,0.04903185509056839,0.03395311236863379,0.05375909458367017,0.054163298302344384,0.04850444624090541,0.07976286715171113,0.13850714093236324,0.10765292374023175,0.13230935057935866,0.059283212072217734,0.06372945297763406,0.09121530584748046,0.07841552142279709,0.05874427378065211,72262,87102
19096,6753,PA,487769.23076923075,0.014732965009208104,0.06177494199535963,0.06380510440835267,0.0765661252900232,0.058294663573085846,0.027334686774941996,0.09171983758700696,0.11745939675174014,0.1398636890951276,0.08860208816705337,0.0771461716937355,0.09331496519721577,0.062427494199535964,0.041690835266821345,117348,171973
19102,7751,PA,371792.3076923077,0.06188316884502534,0.04059278350515464,0.006443298969072165,0.007946735395189003,0.0234106529209622,0.10695876288659793,0.4052835051546392,0.09621993127147767,0.09235395189003437,0.039733676975945015,0.0702319587628866,0.0627147766323024,0.0352233676975945,0.01288659793814433,86855,128433
19103,961,PA,480953.8461538461,0.0659049173638033,0.024531398462468688,0.00881057268722467,0.011833808413233135,0.0129999136218364,0.07329187181480522,0.36952578388183466,0.10970026777230717,0.08534162563703895,0.032866891249892026,0.061630819728772566,0.11458063401572083,0.058521205839163856,0.03636520687570182,65965,108564
19106,5437,PA,353738.46153846156,0.06903190319031903,0.027033919918388168,0.02626880897730171,0.009266343619824875,0.008671257332313186,0.06401428207090028,0.3437898495281816,0.12955878602397347,0.12114256567202245,0.04284621270084162,0.0649494176655615,0.10669047011816714,0.04216611408654255,0.013601972285981468,101648,146865
19107,4630,PA,291861.53846153844,0.05981182795698925,0.021136167203582933,0.006050129645635264,0.010057358371965114,0.048793902726486996,0.17223226211990256,0.37581519603991514,0.08863047065294256,0.09020193289856211,0.043686650428223464,0.04219376129488489,0.049422487624734814,0.044158089101909326,0.007621591891254813,47572,71212
19111,162,PA,162930.76923076922,0.07168674698795181,0.08226761103146779,0.07488680396860319,0.05727222403588208,0.057925141583750867,0.07207641974082012,0.16662171944416845,0.12236526478645338,0.12232268320724454,0.06668275304103445,0.052971484535789815,0.05901806878344428,0.03974280726157864,0.025847018579762394,44301,55567
19114,2174,PA,183492.3076923077,0.05463310123192287,0.05766535189229716,0.05658962740815595,0.03931284023861525,0.043648335886820745,0.05629624800339016,0.15311145157609934,0.1229259705968641,0.1392248264171855,0.06460866447175408,0.06689050428659908,0.09397920265997327,0.06842259673370929,0.037324379828536036,51427,65257
19115,1801,PA,214215.38461538462,0.05,0.06218425645264995,0.04675300817488748,0.049386118000061235,0.036802302440219224,0.05100884847371483,0.13046140657052754,0.12243960687057959,0.1262974189400202,0.07308410642662502,0.07403325066593185,0.10403845565046999,0.07887082453078595,0.04464039680352714,45949,66605
19116,2427,PA,222576.92307692306,0.012612612612612612,0.05679333372732108,0.05679333372732108,0.052479167897878376,0.03714319484664027,0.04813545298741209,0.13527569292595001,0.12907038591099818,0.1469180308492406,0.06979492937769635,0.07133148159092252,0.09677324035222505,0.060723361503457245,0.03876839430293718,46452,65281
19118,7241,PA,524569.2307692308,0.08041504539559015,0.04899733280648029,0.04959004247752642,0.04850340808060852,0.06816161217030524,0.06905067667687445,0.12664229971352367,0.11449175145707795,0.12664229971352367,0.0647041390892028,0.07082880569001285,0.13731107379235405,0.04474958016398301,0.030326978168527117,77763,136322
19119,2842,PA,235838.46153846153,0.051731330830204425,0.042891070858884835,0.06423026479033002,0.05044131721668853,0.046790259118783456,0.04466342915883875,0.12980752188862502,0.1422494771543015,0.1606111091418241,0.07287937329410514,0.07103612066215306,0.0901421431356563,0.059374003048456275,0.02488391053135302,54579,81005
19120,304,PA,88146.15384615384,0.08161044613710555,0.07871385456702866,0.08780663966775866,0.0871488637243016,0.08900611344700389,0.09653829287796321,0.14730311863182605,0.12747955735548275,0.13516650759666726,0.054737276549642735,0.036680682023370395,0.03977609822787422,0.015760827507932004,0.0038821678231485543,35413,44298
19122,4455,PA,160692.3076923077,0.06683322923173017,0.06723484848484848,0.05625,0.04365530303030303,0.1883996212121212,0.12121212121212122,0.16141098484848485,0.09048295454545455,0.09019886363636363,0.046875,0.039820075757575756,0.053267045454545456,0.029829545454545456,0.011363636363636364,29815,43111
19123,5269,PA,364361.53846153844,0.06829792955095455,0.04616706033927421,0.032639038007300836,0.03378426741106578,0.039868298618567034,0.07393887338057405,0.31493808603535894,0.15224393386300195,0.09770238350869659,0.04437763939589149,0.045451291961921124,0.07343783551642688,0.033998997924271704,0.011452294037649417,53295,80962
19124,231,PA,86361.53846153847,0.08849557522123894,0.08386957393947811,0.07066030893631468,0.09410058176318997,0.07794392234927396,0.08170918013054951,0.15061031125102234,0.13291051340215732,0.138789870839313,0.056339984259987964,0.036896439979630574,0.049565606530561857,0.02043115287872475,0.006172553739795997,29334,39418
19125,3614,PA,224346.15384615384,0.1301398897838067,0.0617515133040108,0.04476766972956495,0.0396725166572312,0.03705961764577799,0.07829987370988112,0.27361407481600836,0.15089491791142273,0.12703044027348342,0.0561337804293864,0.04237251230239951,0.050254757653616686,0.027566084570831338,0.01058224099638549,45720,60705
19126,6314,PA,145792.3076923077,0.044444444444444446,0.05738504695694597,0.05951945359190145,0.08263202829613367,0.07927796072691792,0.06220270764727406,0.12623490669593854,0.12721063544334674,0.12952799121844127,0.057507013050371994,0.05701914867666789,0.0836077570435419,0.05098182705207952,0.02689352360043908,36544,53257
19127,8601,PA,223761.53846153847,0.052120141342756186,0.022244863304465953,0.015282730514518594,0.01239599252844286,0.023093903888605875,0.18933605026320258,0.47750042452029207,0.0640176600441501,0.07097979283409747,0.031584309730005096,0.025301409407369673,0.044829342842587876,0.007811173374087281,0.015622346748174563,70556,82507
19128,1157,PA,229023.07692307694,0.03759723422644771,0.06551008461497525,0.0443563408014475,0.03706561651854611,0.031078707892075993,0.07652599648768027,0.2562662976957054,0.12817306157202915,0.10824330796657974,0.05614389867489756,0.05702197860677984,0.07373210579532755,0.04291948273109467,0.022963120642860945,61144,77381
19129,7109,PA,211123.07692307694,0.05605275553462082,0.07344784397924495,0.027285739846126318,0.039810341742708893,0.06754338879942745,0.09384505278225085,0.24378242977276793,0.12757201646090535,0.11057434245840043,0.061817856503846844,0.04544641259617105,0.06342816246197888,0.028001431383073896,0.017444981213097156,48129,68117
19130,1827,PA,344907.6923076923,0.07487380818844644,0.06856023506366307,0.025540571084155805,0.012129887742032698,0.023581707225194003,0.09937467038348527,0.3182400361636405,0.14280870941008061,0.11353876290213215,0.051344835380094926,0.03827318616740752,0.05951932494537784,0.03198221954343404,0.01510585398930159,71173,99034
19132,1387,PA,37623.07692307692,0.13178294573643412,0.0797537693893047,0.07343529666992081,0.06440503308384857,0.07910293958129949,0.08995010304805294,0.12398307842499186,0.09819394728278555,0.14714177242651047,0.06947608200455581,0.0574086126477926,0.05995769606247966,0.040378566004989694,0.01681310337346784,23380,32192
19133,4459,PA,48184.61538461538,0.09881422924901186,0.10225161625919596,0.08233633053429441,0.0717470461469867,0.0843055658764955,0.10418369621758193,0.12985806643382627,0.1181541205320651,0.1256966634465334,0.0579623987515791,0.040908077580441404,0.052574868098387455,0.02270193951103515,0.007319610611577617,17016,29537
19134,420,PA,54300.0,0.02411873840445269,0.10225970719287078,0.08082431572246976,0.09191597708465946,0.07866008911521324,0.07278803309993635,0.1468968809675366,0.13876511775938893,0.11732972628898791,0.05921387651177594,0.038383195416931894,0.04466900063653724,0.020432845321451305,0.00786123488224061,26014,37173
19135,2786,PA,106223.07692307692,0.07650273224043716,0.07829170327601355,0.07653445462532948,0.05786368771181122,0.06686958704656709,0.07615790134304004,0.16081963097778335,0.13816367516003514,0.1341784862558052,0.052372285678423496,0.05337642776452868,0.06307267478348186,0.030751851386971257,0.011547633990209614,38154,46379
19136,2487,PA,133876.92307692306,0.037694013303769404,0.06128390220717108,0.05985800433710602,0.059145055402073494,0.04978760062977156,0.07349315271960312,0.1751477883729911,0.12862787036211865,0.13293527017794018,0.06927487152066067,0.0653239461723554,0.06734396815494757,0.03760805632296587,0.020170513620295278,44912,55517
19137,8496,PA,131246.15384615384,0.027128862094951016,0.06163249713485292,0.06048643830383293,0.05513816375907297,0.04622437285113969,0.05322806570737298,0.1712721253024322,0.12657583089265248,0.1480962689418057,0.07971475869094613,0.06799949064051955,0.0748758436266395,0.04011205908569973,0.014644085063033236,45223,58725
19138,2590,PA,122838.46153846153,0.06639676113360324,0.06493164319798589,0.06706870810035423,0.060013466436371087,0.07965689862115402,0.09646066922333792,0.12371556544395328,0.10193506835680201,0.13290787201030474,0.06138938493515618,0.05149448168857402,0.09221581428027753,0.05248982698556749,0.015720600720161598,33706,46574
19139,938,PA,66807.69230769231,0.04215116279069767,0.0853126292093536,0.07559608581798134,0.06654568842743602,0.07394220609179032,0.08347498506914136,0.13724904672210225,0.10178251481600588,0.13564110809941654,0.06431754490742868,0.052763357375844165,0.06842927367115358,0.03774061652960904,0.017204943262737173,24606,34844
19140,619,PA,53553.846153846156,0.06851851851851852,0.07892130722937457,0.06997029024148702,0.07817856326654986,0.08663441761255428,0.08909118610497448,0.12198141235621239,0.1245143597166146,0.12912318122952693,0.06720880627713872,0.04549782890226251,0.06408547268987583,0.032585510779309816,0.01220766359411899,21272,30793
19141,2391,PA,118123.07692307692,0.08941755537325677,0.06223908918406072,0.05272223033133849,0.07593052109181142,0.09899284775945118,0.09759159246825282,0.1332068311195446,0.10588235294117647,0.12062472631732593,0.06711428988468837,0.05818128740329879,0.06673478324332215,0.04624142460954605,0.014538023646183038,28622,39613
19142,3665,PA,69492.30769230769,0.05299860529986053,0.08655359328553942,0.08665850673194614,0.0817625458996328,0.0757125371568456,0.08197237279244624,0.15827941947892987,0.13439412484700122,0.13883546074488548,0.051092848400069946,0.03839832138485749,0.04039167686658507,0.01801014163315265,0.00793845077810806,31191,39501
19143,74,PA,68569.23076923077,0.10292072322670376,0.07288404953346027,0.047251899988985574,0.05787295643006624,0.06155492266297421,0.08872909225370951,0.17204537944707568,0.12337733859927934,0.11305524522839205,0.06775447264487908,0.059493650968483,0.07612543861029378,0.04171321574119239,0.018142337891208914,29465,42444
19144,530,PA,124415.38461538461,0.1176923076923077,0.07415238964846096,0.05536199149386068,0.05226229665761588,0.06374798760122065,0.08676742677271307,0.1645721700266718,0.10709565802436505,0.12658288680106689,0.06723214071172838,0.07114880938078189,0.07021169233726603,0.037652882235624865,0.02321166830862388,27909,44332
19145,629,PA,166261.53846153847,0.1182548794489093,0.07540955558407117,0.05406561444030968,0.06469481158304462,0.03776893793575431,0.07570896958809188,0.17530689935412122,0.12376491723341461,0.12092048419521793,0.0719662945378331,0.05633260618503785,0.07175242739210402,0.05008768552974892,0.022220796441250697,37024,54167
19146,665,PA,249269.23076923078,0.12092130518234165,0.05863019508057676,0.03668363019508058,0.029129558948261237,0.04145462256149279,0.09250424088210348,0.27316581849024596,0.13769614079728584,0.11275445292620866,0.06700593723494487,0.04312446988973707,0.058020568278201866,0.0349342663273961,0.0148960983884648,48015,76841
19147,780,PA,364346.1538461539,0.07528029898558462,0.062290936866225936,0.04659309400268655,0.029130560750125108,0.028261384886875445,0.05670714041140991,0.2947296336292043,0.156688703347644,0.11465219796138752,0.057918718887454895,0.04925329891748097,0.058208444175204786,0.03316037611610082,0.012405510048199753,67007,90270
19148,477,PA,185992.3076923077,0.08110936682365254,0.07299134848737472,0.05285388762296449,0.04394301487615554,0.039997035884325384,0.06252431501139331,0.21619518701717336,0.14242575816521238,0.11984290186924544,0.06961966690750107,0.0475555308545916,0.06511791622668074,0.044665518071842755,0.02226791900553919,44098,56306
19149,688,PA,123730.76923076923,0.08719560094265515,0.08437278718884471,0.07549430796884361,0.07914374421264775,0.05958930224957786,0.07625687673620568,0.17998438549666831,0.13862410806688819,0.12556965702561868,0.05121920220781814,0.04028904987562867,0.051963614575957294,0.023621475389000852,0.01387148900630027,39920,49321
19150,4247,PA,147423.07692307694,0.0068212824010914054,0.05816787183891974,0.05884702968319284,0.056290200151811756,0.05421277615756462,0.06795573488873796,0.13267548240182175,0.09548160281251249,0.13447325316607406,0.06116415644600695,0.09336422835683753,0.131676720866126,0.036314969437897006,0.0193759737924973,45771,54114
19151,2656,PA,129100.0,0.12334801762114538,0.0666235065622977,0.06582896827732329,0.07612853863810252,0.07833558942969808,0.07130245424048025,0.13901477252663175,0.11123535989641575,0.16794185156847743,0.059560944029191924,0.05243952680831028,0.05667706432817374,0.038755811900417866,0.01615561179447943,42610,54122
19152,2272,PA,179930.76923076922,0.05914567360350493,0.06731738216578849,0.048342978894935364,0.0628257176585759,0.047594368143733266,0.06233624139817454,0.13348305548357375,0.13233134663557053,0.12334801762114538,0.06380467017937866,0.06622325876018542,0.08597506550344074,0.06279692493737583,0.04362097261812214,48735,58730
19153,7012,PA,122561.53846153847,0.029623698959167333,0.06247379454926625,0.05987421383647799,0.03287211740041929,0.06389937106918239,0.04461215932914046,0.1541299790356394,0.14448637316561844,0.13911949685534591,0.07555555555555556,0.07656184486373166,0.09081761006289309,0.029853249475890985,0.025744234800838574,42777,52440
19154,2646,PA,191584.61538461538,0.050102249488752554,0.0632194033356824,0.06313131313131314,0.070589617101245,0.049653511862814186,0.047186986140474514,0.14429175475687103,0.14385130373502467,0.1435576697204604,0.06307258632840028,0.052854122621564484,0.08533004463237022,0.05567300916138125,0.017588677472398402,60031,72499
19301,8921,PA,349384.6153846154,0.048006737787759685,0.0529464552796889,0.06386479210290158,0.054890816631767876,0.050403828896201014,0.03245587795393359,0.13849835477116362,0.12458869279090637,0.1488184265629674,0.09153454980556386,0.05444211785821119,0.08196230930302124,0.08570146574932695,0.019892312294346397,97045,124073
19310,12054,PA,219253.84615384616,0.04482294935006723,0.05649891941957394,0.0889163322012967,0.09478234022846557,0.10435319543068848,0.08829885767212102,0.10003087372645879,0.11021920345785736,0.15158999691262737,0.05495523309663476,0.050015436863229394,0.06298240197591849,0.020994133991972832,0.016363075023155295,63304,77664
19311,8765,PA,366946.1538461539,0.05568878230748734,0.08231228400879673,0.07257304429783223,0.0747722274583726,0.08168394596292805,0.05089538171536286,0.12713373128076239,0.1459838726568227,0.1633678919258561,0.06566132579327678,0.03162634830872343,0.05780710021991831,0.037281390721541526,0.008901455649806262,81903,117836
19312,7644,PA,619438.4615384615,0.034405504880780924,0.028811830698623152,0.07751147373788883,0.09833418323984362,0.0919598844127146,0.042070372259051504,0.046404895461499236,0.09170491245962945,0.1918238993710692,0.0706272310045895,0.08363080061193269,0.08822029576746558,0.07258201597824239,0.01631820499745028,115473,180258
19317,7821,PA,444115.3846153846,0.046768144716523276,0.06071645415907711,0.05990690143695608,0.07832422586520947,0.07093705727585509,0.017405383525602103,0.0876340821696013,0.13104634689334144,0.1636308439587128,0.057579437360858125,0.0784254199554746,0.129933211900425,0.056871078729002225,0.007589556769884639,109375,151209
19320,682,PA,214500.0,0.043996333638863426,0.08017284545909757,0.07026946829621113,0.06509523191335473,0.05891953042413902,0.054171843993991206,0.12329148198290091,0.1353461545594481,0.1423007733536099,0.07501715472635893,0.05482094174811298,0.08206450177110959,0.04148661931344003,0.017043452458225923,66619,83887
19330,10076,PA,267076.92307692306,0.06386861313868614,0.04929444967074318,0.05587958607714017,0.0722483537158984,0.06095954844778927,0.05794920037629351,0.10460959548447789,0.11740357478833491,0.1857008466603951,0.0916274694261524,0.060583254938852305,0.08805268109125118,0.03988711194731891,0.015804327375352777,74393,95053
19333,8673,PA,511107.6923076923,0.040843979868370114,0.050472705093016164,0.08691674290942361,0.05809698078682525,0.042086001829826164,0.04711802378774017,0.1320524550167734,0.13235742604452577,0.13007014333638303,0.08966148215919488,0.055809698078682524,0.09560841720036596,0.05215004574565416,0.027599878011588898,108150,143219
19335,800,PA,329584.6153846154,0.027644230769230768,0.06405617761031064,0.06144426127726991,0.07180629000834957,0.06763150570553855,0.044616669164400866,0.10987175918987775,0.1592840780149436,0.16581386884754545,0.0757455736581815,0.06315699329893597,0.06748164165364277,0.02811021430559421,0.020980967265409236,92370,115401
19341,5462,PA,369392.3076923077,0.06121372031662269,0.05630528464504423,0.05760943524608755,0.08091403946473123,0.06860966205488774,0.04910410523928328,0.1340440009072352,0.14294624631435698,0.1647198911317759,0.05772283964617827,0.06872306645497846,0.06532093445225674,0.033114084826491266,0.020866409616693126,88716,111821
19342,5457,PA,421184.6153846154,0.04815334268349696,0.038500079109751596,0.05827751700859659,0.06771794736564528,0.07889879225779231,0.034175412689204154,0.06919466272875903,0.11497283898528558,0.15969621855387375,0.06703232951848531,0.06856178471599599,0.08897210062760402,0.09440430357048679,0.05959601286851959,91845,130325
19343,8977,PA,384546.1538461539,0.03398058252427184,0.04777501694149537,0.07104133724870115,0.10108425570363677,0.0730743166930201,0.040320758978992545,0.07036367743392817,0.12175288005421278,0.22701603794894962,0.09170996159927716,0.05793991416309013,0.06155409984187938,0.030494691664784277,0.005873051728032527,112670,130307
19344,7852,PA,249307.6923076923,0.05106048703849175,0.0697312356604392,0.06661750245821042,0.07604064241232383,0.07161586365126188,0.06776466732218944,0.10857096034087184,0.11086529006882989,0.1781383153064569,0.05834152736807604,0.05776794493608653,0.05703048180924287,0.04072435267125533,0.036791215994755815,57765,81474
19348,4864,PA,369507.6923076923,0.039445628997867806,0.043146528645368554,0.06554524361948956,0.06929323576655363,0.07500446189541317,0.05671069070140996,0.1048099232553989,0.132830626450116,0.13863109048723898,0.07313046582188114,0.07732464751026236,0.07991254684990184,0.0535873639121899,0.030073175084776013,84731,120690
19350,8012,PA,365500.0,0.05466666666666667,0.06131424629182477,0.048120041393583994,0.08192480165574335,0.07890651948947913,0.043721973094170405,0.07131769575715764,0.12142117971714385,0.2105036219385995,0.08658157985512245,0.0628665056916178,0.08684028975508797,0.03354605036219386,0.012935494998275267,118550,149144
19352,9222,PA,319615.3846153846,0.027069072806471688,0.038392940955599364,0.05857504928189242,0.10438374166901343,0.1607997747113489,0.11133014174410964,0.06739885478269032,0.12578616352201258,0.16765230451516006,0.058293438468037174,0.04214775180700272,0.046371914014831504,0.01595794611846428,0.0029099784098376045,120814,128732
19355,4047,PA,460400.0,0.021781324131981885,0.05785798864889143,0.06059368747703238,0.08750153117471725,0.06867828998407578,0.03817728961659385,0.0995059409579029,0.13560083295904618,0.16822506226777184,0.07696704912008492,0.06778000081662651,0.07031154301580173,0.049160916254950796,0.01963986770650443,107179,153363
19362,9847,PA,231715.38461538462,0.04152542372881356,0.0653902320298556,0.07545026772675645,0.0918383903942885,0.06685055979230894,0.05419438585104657,0.10157390881064417,0.10481908161609606,0.16420574395586565,0.10433230569527828,0.046243712477689436,0.0885932175888366,0.03018010709070258,0.006328086970631186,62860,71587
19363,6439,PA,246007.6923076923,0.07970160973694543,0.07395554521121843,0.10060514372163389,0.1014197602699872,0.06295822180844873,0.0377051088094961,0.1204468753636681,0.11590829745141394,0.1459909228441755,0.06999883626207377,0.04753869428604678,0.06429652042360061,0.037065052950075644,0.022111020598161293,63185,80748
19365,8958,PA,189246.15384615384,0.05466735430634347,0.0648173961527739,0.08182325062726513,0.0742960691385559,0.0648173961527739,0.055478115416782825,0.09367159185949261,0.14343462503484805,0.13716197379425704,0.09213827711179258,0.056035684415946474,0.06649010315026485,0.046696403679955395,0.02313911346529133,63988,76217
19372,11674,PA,241892.3076923077,0.031415748674010605,0.03974358974358974,0.05,0.016025641025641024,0.05384615384615385,0.06025641025641026,0.28846153846153844,0.05641025641025641,0.19294871794871796,0.12115384615384615,0.041025641025641026,0.06282051282051282,0.01730769230769231,0.0,89012,116134
19373,12259,PA,521976.92307692306,0.039947239495006594,0.034673473728993834,0.04807487768559881,0.04913848117421825,0.06955966815571155,0.12678153584343757,0.16826207189959583,0.15124441608168473,0.18953414167198468,0.05318017443097214,0.032333546054031055,0.06062539885130823,0.009146990002127207,0.007445224420336099,169511,182337
19380,584,PA,375076.92307692306,0.03598634095087996,0.05392857142857143,0.059543650793650794,0.05561507936507937,0.0583531746031746,0.06470238095238096,0.14527777777777778,0.11226190476190476,0.13962301587301587,0.0760515873015873,0.06273809523809523,0.09174603174603174,0.053214285714285714,0.026944444444444444,85264,113618
19382,614,PA,392792.3076923077,0.05461346633416459,0.04676469512418157,0.05501298511284246,0.057792896594608435,0.06348074179743224,0.13118621749149567,0.11712206006071912,0.11099528146603753,0.14603679724935076,0.07110720948096126,0.06673616445371082,0.08069058853652292,0.03441969347818135,0.01865466915395589,88287,117490
19390,7077,PA,269369.23076923075,0.07931404072883172,0.06587874808492011,0.09323703217334209,0.07798934850806158,0.06099073466112206,0.04056321587510031,0.09812504559714015,0.1330706938060845,0.15130954986503248,0.049317866783395344,0.04377325454147516,0.09863573356679069,0.05194426205588386,0.03516451448165171,77652,91607
19401,1447,PA,145207.6923076923,0.04243668720054757,0.07369420702754036,0.06873219373219373,0.05897435897435897,0.05617283950617284,0.06657169990503324,0.18321462488129156,0.13183760683760684,0.11317663817663817,0.05275403608736942,0.05664767331433998,0.06569325735992403,0.04700854700854701,0.025522317188983856,46255,60699
19403,910,PA,262700.0,0.036911487758945385,0.04827103519170622,0.05411080247588636,0.05349839242361278,0.051376829028236475,0.056101135145775465,0.14778766868616172,0.12423175346121039,0.16206994597668467,0.07812602524004286,0.05577305833205748,0.0840532796745478,0.055619955818989084,0.02898011854508869,79055,98090
19405,9682,PA,176646.15384615384,-0.006880733944954129,0.04936917169500823,0.06363137685134394,0.04205522033278479,0.04424940574145182,0.06070579630645456,0.2157615651855915,0.14646187602852442,0.1545072225269702,0.05430608886450905,0.040409581276284516,0.07167672334978972,0.04735783507039678,0.009508136770890473,51437,64097
19406,3941,PA,286461.53846153844,0.04209799861973775,0.06196353076824529,0.050348037750352306,0.04829824486484178,0.053550839133962504,0.05171456634069266,0.18977665798351626,0.1387880599564419,0.12162104454029124,0.06388521159841141,0.05978562582739036,0.09014818294401503,0.04906691719690823,0.021053081094931033,75575,100432
19422,5192,PA,407200.0,0.039349040563517124,0.04684230294575307,0.05923700166335784,0.052583570317111125,0.07887535547566668,0.05183237645543811,0.07737296775232065,0.12888340398132747,0.15775071095133336,0.0817191608091431,0.06599774641841498,0.11385952674786715,0.05349573429199979,0.031550142190266674,112137,152207
19425,7188,PA,475130.76923076925,0.030625,0.06008850781358042,0.08435900981883557,0.10053934448900567,0.0696999031945789,0.028142718849398424,0.0748859078965565,0.1829622458857696,0.18469091411976213,0.07737519015350573,0.051998340478495365,0.054764209652883415,0.019568524408795463,0.010925183238832804,149375,178994
19426,2591,PA,341392.3076923077,0.05598400457012282,0.049639771236166474,0.07749251070783095,0.08321160654601273,0.08286499467703201,0.06768834641380506,0.10257235522764972,0.14951350548389492,0.1686761902404001,0.06526206333094006,0.05399717758906687,0.06585625510633557,0.02144041989552128,0.01178480354534426,110965,137811
