zipcode,size_rank,state,2016-2017_mean_zillow_score,2016-2017_%change_zillow_score,< 5_years,5-9_years,10-14_years,15-19_years,20-24_years,25-34_years,35-44_years,45-54_years,55-59_years,60-64_years,65-74_years,75-84_years,85_years_or_more,median_household_income,mean_household_income
10305,2329,NY,444684.6153846154,0.11785714285714285,0.06347649240339753,0.06180165091518124,0.05754276827371695,0.04658451967938749,0.06211269290584998,0.14025601148462735,0.14700323005144156,0.14140447421940425,0.06955377437492523,0.0651034812776648,0.07835865534154803,0.04438329943773179,0.02241894963512382,72782,82951
10306,753,NY,455915.3846153846,0.10468942821883999,0.050820000364040115,0.05173010065709241,0.06003021532972934,0.06479914086532336,0.060521669487977575,0.12952547370720252,0.12555743642949452,0.15595478621744116,0.07268060940315622,0.06914942026611333,0.08194543038642858,0.052257958827062745,0.025027758058938095,79686,95618
10307,7826,NY,531130.7692307692,0.10901653921394273,0.05311961849251556,0.06987680487481786,0.0841171016028613,0.06524042919591999,0.08047423499801298,0.10166909524440323,0.14597959994701284,0.1797589084646973,0.05550404027023447,0.04742349980129819,0.08299112465227182,0.023711749900649094,0.010133792555305339,76857,96729
10308,4771,NY,463592.3076923077,0.1040650406504065,0.04673116979103675,0.051468117986965,0.05365181750991064,0.05509641873278237,0.06581334408385406,0.12487401733521468,0.12806557817644293,0.17281462070819056,0.08160317140361487,0.05852314721494322,0.09097628166364308,0.04777262648659544,0.022609688906806424,87174,98769
10309,4215,NY,512915.3846153846,0.0957387935805202,0.05122796444176586,0.0807895133343378,0.06596353774295616,0.05963537742956155,0.06409522374566823,0.11875847521470544,0.16242278137712823,0.14949525387976495,0.08045803827030285,0.0564411631761338,0.07349706192556878,0.02633720054241374,0.010878408919692632,87509,109210
10310,5335,NY,438615.3846153846,0.09623250807319698,0.07132901533163893,0.06891038780027876,0.07776502418627532,0.07837992949085841,0.0724358448798885,0.13466426170369764,0.12691645486595066,0.14962695744855292,0.06173649258014266,0.05755513650897762,0.05468557842092318,0.031606132655571044,0.014388784127244404,68080,84186
10312,860,NY,482653.8461538461,0.10911575248877611,0.051151018828991486,0.051054294557647664,0.06711052360072221,0.06770698994067578,0.0627579313902502,0.11980913077121486,0.13075509414495745,0.14145924684034047,0.07284949703378901,0.07178553004900697,0.10752514831054939,0.04412238844467372,0.01191320608718081,84584,102797
10314,85,NY,456192.3076923077,0.1077683906861735,0.05509132420091324,0.05218036529680365,0.06278538812785388,0.057796803652968035,0.06078767123287671,0.12495433789954338,0.13396118721461187,0.14885844748858448,0.07198630136986302,0.06539954337899544,0.09245433789954338,0.04939497716894977,0.024349315068493152,77331,93457
10456,25,NY,325476.92307692306,0.0890652557319224,0.08415335045935472,0.07725214438106849,0.08458875778290591,0.08556842426089607,0.09163147124134628,0.14419602037706275,0.1234597465929377,0.12917446771454696,0.053478904515173946,0.039306396133582965,0.0551007967954021,0.02217311795184395,0.009916401793878173,23956,35722
10457,171,NY,357853.8461538461,0.08460918614020951,0.09568482843702127,0.0820329975733091,0.0751596328782723,0.09111614223933408,0.082724401122514,0.14675379255182136,0.12875018640781963,0.13426785786912138,0.05159768447595678,0.0326993207976899,0.04591732982660684,0.025473475861881974,0.007822349958651357,24750,36604
10459,1248,NY,338484.6153846154,0.05015854713173825,0.08713215287370757,0.0744066306668341,0.08227636150529533,0.09479258236008205,0.09012516220854787,0.1478086148436519,0.12080874042446314,0.12585290300975344,0.049813721796642806,0.03583239147724894,0.04790907949265352,0.03392774917325966,0.009313910167859684,23761,35964
10462,24,NY,122776.92307692308,0.15390447308567096,0.06896463874452258,0.06989452766738001,0.06106695200244573,0.053525934984204625,0.0706842963415877,0.1711887292367268,0.14851472536431265,0.13185315397941505,0.06394578620197697,0.048978396005299095,0.06357637827371854,0.036673290532966474,0.011133190665443798,45760,57940
10463,33,NY,459884.6153846154,0.13723051409618575,0.07343604562315055,0.06079382059154499,0.05552854225420597,0.04820716577985858,0.061418985565635374,0.16398771898139786,0.13006209972075963,0.12358816910017921,0.06052986204692905,0.051833122629582805,0.08827329434156235,0.051485808755088146,0.030855364610105445,56482,80384
10464,10179,NY,495761.53846153844,0.013765182186234818,0.03281812407368198,0.03959347872115181,0.10057167054838027,0.04192250688121956,0.09189074740630955,0.07495236078763498,0.08532712259157316,0.2074952360787635,0.050603430023290284,0.08680923142070718,0.11983908532712259,0.04700402286682193,0.021172983273343216,75208,90671
10470,6697,NY,419438.46153846156,0.037184284377923295,0.07041969330104923,0.050443906376109765,0.055286521388216305,0.042641915523271456,0.07405165456012913,0.1698950766747377,0.11803874092009685,0.13101963949421577,0.07048695184288405,0.05858218993812214,0.07068872746838849,0.06295399515738499,0.025490987355394134,57706,70509
10473,617,NY,354215.3846153846,0.09711643090315561,0.05742013748483623,0.05969470279013344,0.07062946488745114,0.0726344520824909,0.0923810486588489,0.1299198005121984,0.1191872219975738,0.13591791346542662,0.07019140045828279,0.05763916969942041,0.08072179539021432,0.03822954576088421,0.015433346812238846,36764,51802
10502,10094,NY,635423.0769230769,0.007347193997186181,0.032433411849972824,0.05635078818626563,0.07211451349882225,0.10237361840913209,0.046566406957782205,0.06577278492480522,0.11578184453705381,0.18282297517666243,0.08044935676753034,0.06106178655553542,0.09911215799963762,0.05345171226671498,0.03170864287008516,157132,195177
10504,9006,NY,951761.5384615385,0.07872298235177473,0.05562579013906448,0.07648546144121365,0.11403286978508217,0.08546144121365361,0.053223767383059416,0.04348925410872313,0.11694058154235146,0.18053097345132743,0.061061946902654866,0.07547408343868521,0.07876106194690266,0.0393173198482933,0.019595448798988623,205912,329724
10506,9778,NY,894284.6153846154,-0.04616087751371115,0.05703282596735742,0.09407665505226481,0.10599669906473501,0.05354850540986613,0.03080872913992298,0.03979460847240052,0.14285714285714285,0.18925362185952688,0.08600770218228498,0.04437924078488905,0.1037960755547405,0.03631028791490922,0.016137905739959654,206207,302564
10507,9789,NY,524953.8461538461,0.03376084496416447,0.04483152484294689,0.0628212450028555,0.08081096516276413,0.07624214734437464,0.05168475157053112,0.16433466590519702,0.16105082809822957,0.17275842375785266,0.05796687607081668,0.03597944031981725,0.042118789263278125,0.03926327812678469,0.010137064534551685,64351,139167
10509,5686,NY,304500.0,0.0637285986049461,0.0525028619003018,0.05838276615672807,0.07643875533354147,0.06545946508481632,0.06618794879800187,0.10937662607971693,0.1267561660942866,0.18118430637943594,0.07316057862420647,0.06790508897908211,0.0721719221563118,0.03345821625559371,0.017015298157976897,94226,117307
10510,8346,NY,713707.6923076923,-0.020219039595619208,0.043632527809743,0.056194859992328344,0.09579976985040276,0.08975834292289989,0.05820866896816264,0.04305715381664749,0.12562332182585348,0.17491369390103567,0.08275795934023782,0.060893747602608364,0.07623705408515535,0.06214039125431531,0.030782508630609898,146723,219180
10511,12125,NY,441884.6153846154,-0.07575408703661064,0.04561717352415027,0.08631484794275492,0.04516994633273703,0.07513416815742398,0.040697674418604654,0.08407871198568873,0.1368515205724508,0.19588550983899822,0.09615384615384616,0.046958855098389984,0.0706618962432916,0.057245080500894455,0.019230769230769232,98370,112668
10512,4146,NY,264046.1538461539,0.06247703050349136,0.042704769571342324,0.06552626282954317,0.06685449788689878,0.06351378546991346,0.046769973837794326,0.09732340511169249,0.13455423626484203,0.17645401489233245,0.08802575971020327,0.07063795532300261,0.082994566311129,0.04298651640169048,0.021654256389615618,90095,113216
10514,7966,NY,843846.1538461539,-0.018334516205346582,0.06914684875598462,0.09371320932422887,0.09332077544933678,0.08633545247625775,0.035162075190330426,0.04410956753786987,0.13994191978651596,0.17376971980221334,0.08374538890197002,0.07377756847971118,0.06679224550663214,0.031394709991366454,0.008790518797582606,212528,312693
10516,9525,NY,481076.92307692306,0.07862208713272544,0.04201680672268908,0.08695652173913043,0.07142857142857142,0.055535257581293386,0.02721958348556814,0.09444647424187066,0.12970405553525757,0.1640482279868469,0.10759956156375594,0.05991962002192181,0.11289733284618195,0.028498355864084765,0.019729630982827914,92381,120667
10518,12974,NY,555530.7692307692,0.030810329474621548,0.02996005326231691,0.04460719041278296,0.11384820239680427,0.09054593874833555,0.0,0.05858854860186418,0.07789613848202397,0.22636484687083888,0.09986684420772303,0.085219707057257,0.10053262316910785,0.019973368841544607,0.0525965379494008,187898,193774
10520,6991,NY,476184.6153846154,0.009658857377722976,0.06817482302246845,0.055863342566943676,0.056478916589719916,0.05317020621729763,0.041243459526008004,0.09102800861803632,0.13950446291166513,0.1301169590643275,0.08602646968297938,0.0840258541089566,0.10472453062480763,0.05240073868882733,0.03724222837796245,101932,138738
10522,7944,NY,647438.4615384615,0.05553047404063206,0.05454545454545454,0.04341926729986431,0.05490728177295341,0.09886928991406603,0.07996381727725012,0.09534147444595206,0.12338308457711443,0.14337403889642697,0.0715513342379014,0.07797376752600634,0.06521935775667119,0.05128900949796472,0.04016282225237449,116671,156335
10523,8627,NY,396161.53846153844,0.017861635220125786,0.05701553930530164,0.06569926873857404,0.048788848263254116,0.06604204753199269,0.04376142595978062,0.19321297989031078,0.12979890310786105,0.12477148080438757,0.09757769652650823,0.06364259597806216,0.06478519195612431,0.03542047531992688,0.009483546617915905,87353,106451
10524,10705,NY,405184.6153846154,-0.010760577158229395,0.044684854186265284,0.06091251175917215,0.05032925682031985,0.03574788334901223,0.06138287864534337,0.09101599247412982,0.12017873941674506,0.15428033866415805,0.09783631232361242,0.09854186265286924,0.111241768579492,0.0416274694261524,0.032220131702728125,119583,159108
10526,12483,NY,506315.3846153846,0.024515618821668642,0.07641395908543923,0.08062575210589651,0.06979542719614922,0.09987966305655836,0.022262334536702767,0.026474127557160047,0.15162454873646208,0.2322503008423586,0.07280385078219014,0.035499398315282794,0.060770156438026475,0.044524669073405534,0.02707581227436823,122250,179595
10528,7471,NY,977100.0,0.09348414539829852,0.03726608304553851,0.07814633362782106,0.09525339330174283,0.0728455545739298,0.03317002650389527,0.09694000481889005,0.14312103445506386,0.17002650389526947,0.0664203678419404,0.057264476748855514,0.07027547988113404,0.05549755039755843,0.023773190908360775,105570,163962
10530,6359,NY,512961.53846153844,0.051067073170731704,0.05349319806317731,0.040811620936130964,0.043271078318346014,0.05595265544539236,0.025901160556452234,0.11075244024287141,0.12597033279532704,0.15855814310967642,0.07570517254630697,0.06379217585120282,0.13703789101529476,0.0780877718853278,0.03066635923449389,102317,135409
10532,10423,NY,522538.46153846156,0.09662961634994621,0.04368048533872598,0.06107178968655207,0.08129423660262892,0.0641051567239636,0.05096056622851365,0.09342770475227502,0.1102123356926188,0.1775530839231547,0.08614762386248737,0.05884732052578362,0.09908998988877654,0.04994944388270981,0.02366026289180991,105739,120479
10533,8937,NY,752353.8461538461,0.024294156270518712,0.05115533591558702,0.06558033925470816,0.09496460531588086,0.09109122478963537,0.03646320288500067,0.05422732736743689,0.12461600106851876,0.2095632429544544,0.09402965139575264,0.04768264992653933,0.06371043141445172,0.03699746226793108,0.029918525444103113,139574,238703
10536,8213,NY,630161.5384615385,-0.07145177005521273,0.03710760297586645,0.07974959172563963,0.09290509889312284,0.0902739974596262,0.043549265106151334,0.05479949192524043,0.12320812919615315,0.20930865541643984,0.07911449827617492,0.061966975140627836,0.07022318998366903,0.035474505534385775,0.02231899836690256,157875,226620
10537,12049,NY,204261.53846153847,0.10710987996306556,0.0,0.07926167209554831,0.10749185667752444,0.054831704668838216,0.02823018458197611,0.048859934853420196,0.1753528773072747,0.2730727470141151,0.06080347448425624,0.05374592833876222,0.07871878393051031,0.021715526601520086,0.017915309446254073,77396,99556
10538,6134,NY,1065184.6153846155,-0.0399021268586486,0.08609940027314293,0.08396175999049937,0.0789739326643311,0.06009144350097975,0.03479603348969776,0.07754883914256873,0.1417968054153554,0.17540526097025116,0.0625853571640639,0.0497595154682026,0.07547057775666528,0.0540347960334897,0.019476278130752332,152500,241101
10541,4832,NY,344061.53846153844,0.034698521046643914,0.0502048417132216,0.05854748603351955,0.06100558659217877,0.09232774674115456,0.06923649906890131,0.09743016759776536,0.1168342644320298,0.19150837988826816,0.07851024208566108,0.05623836126629423,0.07467411545623837,0.04163873370577281,0.011843575418994414,107901,119542
10543,5440,NY,609361.5384615385,0.00347661188369153,0.051325794501852214,0.07062780269058296,0.07462468317410802,0.06843439266913628,0.05337297718853578,0.10421134724117762,0.12941119126535386,0.16650419185026322,0.07481965295379216,0.05395788652758823,0.06960421134724118,0.0511795671670891,0.031926301423279395,83827,146779
10546,12844,NY,605438.4615384615,-0.013030404276645506,0.021343873517786563,0.08616600790513834,0.09565217391304348,0.043478260869565216,0.07430830039525692,0.04426877470355731,0.12727272727272726,0.18893280632411066,0.11225296442687747,0.045059288537549404,0.08221343873517786,0.06877470355731226,0.010276679841897233,115278,166804
10547,9080,NY,323846.1538461539,-0.00712957222566646,0.04485450674237047,0.07892122072391768,0.04485450674237047,0.08090844570617459,0.08161816891412349,0.11540099361249113,0.1022001419446416,0.2120652945351313,0.07707594038325054,0.0468417317246274,0.060610361958836054,0.025124201561391057,0.029524485450674237,94982,106680
10548,11497,NY,337507.6923076923,0.033428571428571426,0.03802281368821293,0.051330798479087454,0.07636248415716096,0.05544993662864385,0.04214195183776933,0.0817490494296578,0.07921419518377694,0.15335868187579213,0.12389100126742712,0.09505703422053231,0.09125475285171103,0.07509505703422054,0.0370722433460076,77059,106955
